Tid,Temp.,Nedbør mm,Vindbeskrivelse,Vind [m/s],Vindkast [m/s],Log Time,Sted
1,15°,0,3 m/s fra nordvest med vindkast på 7 m/s,3,7,08/26/21 00:52:35,Vordingborg
2,14°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/26/21 01:52:35,Vordingborg
3,14°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/26/21 02:52:36,Vordingborg
4,13°,0,2 m/s fra nord med vindkast på 6 m/s,2,6,08/26/21 03:52:36,Vordingborg
5,11°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/26/21 04:52:38,Vordingborg
6,11°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/26/21 05:52:36,Vordingborg
7,12°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,08/26/21 06:52:36,Vordingborg
8,14°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,08/26/21 07:52:36,Vordingborg
9,15°,0,4 m/s fra nordvest med vindkast på 7 m/s,4,7,08/26/21 08:52:35,Vordingborg
10,14°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,08/26/21 09:52:36,Vordingborg
11,16°,0,7 m/s fra nord med vindkast på 13 m/s,7,13,08/26/21 10:52:36,Vordingborg
12,16°,0,7 m/s fra nord med vindkast på 14 m/s,7,14,08/26/21 11:52:36,Vordingborg
13,15°,0,7 m/s fra nord med vindkast på 14 m/s,7,14,08/26/21 12:52:36,Vordingborg
14,14°,0,6 m/s fra nord med vindkast på 13 m/s,6,13,08/26/21 13:52:36,Vordingborg
15,15°,0,7 m/s fra nord med vindkast på 12 m/s,7,12,08/26/21 14:52:36,Vordingborg
16,15°,0,7 m/s fra nord med vindkast på 13 m/s,7,13,08/26/21 15:52:36,Vordingborg
17,15°,0,7 m/s fra nord med vindkast på 13 m/s,7,13,08/26/21 16:52:36,Vordingborg
18,15°,0,7 m/s fra nord med vindkast på 12 m/s,7,12,08/26/21 17:52:36,Vordingborg
19,15°,0,6 m/s fra nord med vindkast på 12 m/s,6,12,08/26/21 18:52:35,Vordingborg
20,15°,0,5 m/s fra nord med vindkast på 11 m/s,5,11,08/26/21 19:52:35,Vordingborg
21,14°,0,5 m/s fra nord med vindkast på 9 m/s,5,9,08/26/21 20:52:35,Vordingborg
22,13°,"0–0,2",4 m/s fra nord med vindkast på 7 m/s,4,7,08/26/21 21:52:35,Vordingborg
23,13°,"0–0,5",5 m/s fra nord med vindkast på 8 m/s,5,8,08/26/21 22:52:38,Vordingborg
0,13°,0–1,4 m/s fra nord med vindkast på 8 m/s,4,8,08/26/21 23:52:35,Vordingborg
1,13°,"0–0,4",5 m/s fra nord med vindkast på 8 m/s,5,8,08/27/21 00:52:36,Vordingborg
2,13°,"0–0,9",5 m/s fra nord med vindkast på 8 m/s,5,8,08/27/21 01:52:36,Vordingborg
3,13°,"0–0,7",5 m/s fra nord med vindkast på 8 m/s,5,8,08/27/21 02:52:36,Vordingborg
4,14°,"0–0,6",4 m/s fra nord med vindkast på 7 m/s,4,7,08/27/21 03:52:35,Vordingborg
5,15°,"0–0,7",5 m/s fra nord med vindkast på 9 m/s,5,9,08/27/21 04:52:35,Vordingborg
6,14°,"0–0,9",5 m/s fra nord med vindkast på 9 m/s,5,9,08/27/21 05:52:35,Vordingborg
7,15°,"0–0,3",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 06:52:36,Vordingborg
8,14°,"0–0,3",4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/27/21 07:52:36,Vordingborg
9,14°,"0–0,2",5 m/s fra nord med vindkast på 9 m/s,5,9,08/27/21 08:52:36,Vordingborg
10,14°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/27/21 09:52:36,Vordingborg
11,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 10:52:37,Vordingborg
12,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 11:52:36,Vordingborg
13,19°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/27/21 12:52:36,Vordingborg
14,19°,0,5 m/s fra nordøst med vindkast på 11 m/s,5,11,08/27/21 13:52:36,Vordingborg
15,20°,"0–0,3",4 m/s fra nordøst med vindkast på 10 m/s,4,10,08/27/21 14:52:36,Vordingborg
16,20°,0,4 m/s fra nordøst med vindkast på 10 m/s,4,10,08/27/21 15:52:36,Vordingborg
17,19°,0–1,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 16:52:36,Vordingborg
18,17°,0–1,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 17:52:36,Vordingborg
19,17°,"0–1,4",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/27/21 18:52:36,Vordingborg
20,17°,"0–1,6",4 m/s fra nordøst med vindkast på 10 m/s,4,10,08/27/21 19:52:35,Vordingborg
21,16°,"0–1,3",4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/27/21 20:52:36,Vordingborg
22,17°,"0–1,3",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 21:52:37,Vordingborg
23,16°,"0–0,9",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/27/21 22:52:38,Vordingborg
0,15°,"0–0,7",5 m/s fra nord med vindkast på 10 m/s,5,10,08/27/21 23:52:35,Vordingborg
1,15°,"0–0,5",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/28/21 00:52:35,Vordingborg
2,15°,"0–0,4",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/28/21 01:52:36,Vordingborg
3,15°,0–1,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/28/21 02:52:36,Vordingborg
4,15°,"0–0,6",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/28/21 03:52:35,Vordingborg
5,15°,"0–0,4",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/28/21 04:52:35,Vordingborg
6,15°,"0–0,2",5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/28/21 05:52:35,Vordingborg
7,15°,"0–0,4",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/28/21 06:52:35,Vordingborg
8,15°,"0–0,2",5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/28/21 07:52:36,Vordingborg
9,15°,"0–0,2",4 m/s fra nord med vindkast på 8 m/s,4,8,08/28/21 08:52:36,Vordingborg
10,14°,"0–0,6",4 m/s fra nord med vindkast på 8 m/s,4,8,08/28/21 09:52:36,Vordingborg
11,15°,"0–0,2",3 m/s fra nord med vindkast på 7 m/s,3,7,08/28/21 10:52:36,Vordingborg
12,15°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 11:52:35,Vordingborg
13,16°,"0–0,4",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 12:52:37,Vordingborg
14,16°,"0–0,2",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 13:52:36,Vordingborg
15,17°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/28/21 14:52:36,Vordingborg
16,16°,"0–0,3",3 m/s fra nord med vindkast på 7 m/s,3,7,08/28/21 15:52:36,Vordingborg
17,16°,"0–0,6",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 16:52:36,Vordingborg
18,16°,"0–0,5",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 17:52:35,Vordingborg
19,17°,"0–0,6",3 m/s fra nord med vindkast på 7 m/s,3,7,08/28/21 18:52:36,Vordingborg
20,15°,"0–0,6",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 19:52:35,Vordingborg
21,14°,"0–0,2",3 m/s fra nord med vindkast på 6 m/s,3,6,08/28/21 20:52:36,Vordingborg
22,14°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,08/28/21 21:52:36,Vordingborg
23,15°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/28/21 22:52:38,Vordingborg
0,15°,"0–0,2",3 m/s fra nord med vindkast på 5 m/s,3,5,08/28/21 23:52:35,Vordingborg
1,15°,"0–0,5",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 00:52:36,Vordingborg
2,15°,"0–0,7",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 01:52:36,Vordingborg
3,15°,"0–0,6",3 m/s fra nord med vindkast på 5 m/s,3,5,08/29/21 02:52:35,Vordingborg
4,15°,"0–0,4",3 m/s fra nord med vindkast på 6 m/s,3,6,08/29/21 03:52:36,Vordingborg
5,15°,"0–0,5",3 m/s fra nord med vindkast på 6 m/s,3,6,08/29/21 04:52:36,Vordingborg
6,15°,"0–0,2",4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/29/21 05:52:36,Vordingborg
7,16°,0,5 m/s fra nordøst med vindkast på 8 m/s,5,8,08/29/21 06:52:36,Vordingborg
8,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 07:52:35,Vordingborg
9,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 08:52:36,Vordingborg
10,16°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 09:52:36,Vordingborg
11,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/29/21 10:52:35,Vordingborg
12,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/29/21 11:52:36,Vordingborg
13,18°,0,4 m/s fra nordøst med vindkast på 9 m/s,4,9,08/29/21 12:52:36,Vordingborg
14,19°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/29/21 13:52:35,Vordingborg
15,20°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/29/21 14:52:36,Vordingborg
16,21°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/29/21 15:52:35,Vordingborg
17,20°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/29/21 16:52:36,Vordingborg
18,19°,0,5 m/s fra nordøst med vindkast på 9 m/s,5,9,08/29/21 17:52:35,Vordingborg
19,20°,0,3 m/s fra nordøst med vindkast på 9 m/s,3,9,08/29/21 18:52:35,Vordingborg
20,18°,0,1 m/s fra sørøst med vindkast på 6 m/s,1,6,08/29/21 19:52:35,Vordingborg
21,17°,0,1 m/s fra vest med vindkast på 1 m/s,1,1,08/29/21 20:52:35,Vordingborg
22,18°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/29/21 21:52:36,Vordingborg
23,17°,0,4 m/s fra nord med vindkast på 7 m/s,4,7,08/29/21 22:52:39,Vordingborg
0,17°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,08/29/21 23:52:36,Vordingborg
1,17°,0,3 m/s fra nord med vindkast på 7 m/s,3,7,08/30/21 00:52:36,Vordingborg
2,17°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/30/21 01:52:36,Vordingborg
3,16°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/30/21 02:52:36,Vordingborg
4,15°,0,3 m/s fra nord med vindkast på 7 m/s,3,7,08/30/21 03:52:36,Vordingborg
5,14°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 04:52:36,Vordingborg
6,15°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 05:52:35,Vordingborg
7,15°,0,3 m/s fra nordøst med vindkast på 6 m/s,3,6,08/30/21 06:52:35,Vordingborg
8,16°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/30/21 07:52:36,Vordingborg
9,17°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 08:52:36,Vordingborg
10,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 09:52:35,Vordingborg
11,18°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 10:52:36,Vordingborg
12,19°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 11:52:36,Vordingborg
13,20°,0,5 m/s fra nordøst med vindkast på 10 m/s,5,10,08/30/21 12:52:37,Vordingborg
14,21°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 13:52:37,Vordingborg
15,21°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 14:52:37,Vordingborg
16,21°,0,6 m/s fra nordøst med vindkast på 11 m/s,6,11,08/30/21 15:52:36,Vordingborg
17,21°,0,5 m/s fra nordøst med vindkast på 11 m/s,5,11,08/30/21 16:52:36,Vordingborg
18,21°,0,2 m/s fra øst med vindkast på 9 m/s,2,9,08/30/21 17:52:35,Vordingborg
19,21°,0,3 m/s fra nordøst med vindkast på 7 m/s,3,7,08/30/21 18:52:36,Vordingborg
20,19°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,08/30/21 19:52:35,Vordingborg
21,17°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/30/21 20:52:36,Vordingborg
22,16°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 21:52:36,Vordingborg
23,16°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,08/30/21 22:52:38,Vordingborg
0,15°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,08/30/21 23:52:36,Vordingborg
1,14°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 00:52:36,Vordingborg
2,14°,0,2 m/s fra nord med vindkast på 3 m/s,2,3,08/31/21 01:52:36,Vordingborg
3,14°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 02:52:37,Vordingborg
4,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 03:52:36,Vordingborg
5,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 04:52:37,Vordingborg
6,13°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 05:52:37,Vordingborg
7,13°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,08/31/21 06:52:36,Vordingborg
8,14°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 07:52:36,Vordingborg
9,17°,0,3 m/s fra nord med vindkast på 6 m/s,3,6,08/31/21 08:52:36,Vordingborg
10,19°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,08/31/21 09:52:35,Vordingborg
11,19°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/31/21 10:52:35,Vordingborg
12,20°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/31/21 11:52:36,Vordingborg
13,21°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/31/21 12:52:36,Vordingborg
14,22°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/31/21 13:52:35,Vordingborg
15,23°,0,4 m/s fra nord med vindkast på 9 m/s,4,9,08/31/21 14:52:36,Vordingborg
16,23°,0,5 m/s fra nord med vindkast på 9 m/s,5,9,08/31/21 15:52:35,Vordingborg
17,23°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/31/21 16:52:36,Vordingborg
18,22°,0,6 m/s fra nord med vindkast på 10 m/s,6,10,08/31/21 17:52:35,Vordingborg
19,21°,0,5 m/s fra nord med vindkast på 10 m/s,5,10,08/31/21 18:52:35,Vordingborg
20,20°,0,3 m/s fra nord med vindkast på 8 m/s,3,8,08/31/21 19:52:36,Vordingborg
21,17°,0,2 m/s fra nordvest med vindkast på 5 m/s,2,5,08/31/21 20:52:35,Vordingborg
22,16°,0,2 m/s fra nordvest med vindkast på 3 m/s,2,3,08/31/21 21:52:35,Vordingborg
23,16°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 22:52:38,Vordingborg
0,15°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,08/31/21 23:52:35,Vordingborg
1,15°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 00:52:36,Vordingborg
2,15°,0,3 m/s fra nordvest med vindkast på 5 m/s,3,5,09/01/21 01:52:36,Vordingborg
3,14°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,09/01/21 02:52:36,Vordingborg
4,14°,0,3 m/s fra nord med vindkast på 4 m/s,3,4,09/01/21 03:52:36,Vordingborg
5,14°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,09/01/21 04:52:36,Vordingborg
6,13°,0,3 m/s fra nord med vindkast på 5 m/s,3,5,09/01/21 05:52:36,Vordingborg
7,13°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,09/01/21 06:52:36,Vordingborg
8,14°,0,2 m/s fra nord med vindkast på 4 m/s,2,4,09/01/21 07:52:36,Vordingborg
9,16°,0,2 m/s fra nord med vindkast på 5 m/s,2,5,09/01/21 08:52:35,Vordingborg
10,19°,0,2 m/s fra nordøst med vindkast på 5 m/s,2,5,09/01/21 09:52:35,Vordingborg
11,20°,0,1 m/s fra nord med vindkast på 5 m/s,1,5,09/01/21 10:52:35,Vordingborg
12,21°,0,2 m/s fra nordvest med vindkast på 5 m/s,2,5,09/01/21 11:52:35,Vordingborg
13,21°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/01/21 12:52:36,Vordingborg
14,21°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,09/01/21 13:52:35,Vordingborg
15,22°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,09/01/21 14:52:35,Vordingborg
16,23°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,09/01/21 15:52:35,Vordingborg
17,23°,0,6 m/s fra vest med vindkast på 10 m/s,6,10,09/01/21 16:52:36,Vordingborg
18,23°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,09/01/21 17:52:36,Vordingborg
19,22°,0,2 m/s fra vest med vindkast på 6 m/s,2,6,09/01/21 18:52:35,Vordingborg
20,20°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/01/21 19:52:36,Vordingborg
21,18°,0,2 m/s fra vest med vindkast på 3 m/s,2,3,09/01/21 20:52:35,Vordingborg
22,18°,0,3 m/s fra vest med vindkast på 5 m/s,3,5,09/01/21 21:52:35,Vordingborg
23,17°,0,2 m/s fra nordvest med vindkast på 5 m/s,2,5,09/01/21 22:52:38,Vordingborg
0,17°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/01/21 23:52:34,Vordingborg
1,16°,0,2 m/s fra nordvest med vindkast på 3 m/s,2,3,09/02/21 00:52:34,Vordingborg
2,17°,0,3 m/s fra vest med vindkast på 4 m/s,3,4,09/02/21 01:52:35,Vordingborg
3,16°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/02/21 02:52:35,Vordingborg
4,16°,0,2 m/s fra nordvest med vindkast på 3 m/s,2,3,09/02/21 03:52:35,Vordingborg
5,16°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/02/21 04:52:35,Vordingborg
6,16°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/02/21 05:52:35,Vordingborg
7,15°,0,1 m/s fra nordvest med vindkast på 3 m/s,1,3,09/02/21 06:52:35,Vordingborg
8,17°,0,2 m/s fra nordvest med vindkast på 4 m/s,2,4,09/02/21 07:52:34,Vordingborg
9,17°,0,1 m/s fra nord med vindkast på 4 m/s,1,4,09/02/21 08:52:34,Vordingborg
10,19°,0,1 m/s fra nordøst med vindkast på 3 m/s,1,3,09/02/21 09:52:35,Vordingborg
11,20°,0,1 m/s fra sørvest med vindkast på 4 m/s,1,4,09/02/21 10:52:35,Vordingborg
12,19°,0,2 m/s fra sørvest med vindkast på 6 m/s,2,6,09/02/21 11:52:35,Vordingborg
13,20°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 12:52:34,Vordingborg
14,20°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 13:52:34,Vordingborg
15,21°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 14:52:34,Vordingborg
16,22°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 15:52:35,Vordingborg
17,22°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,09/02/21 16:52:34,Vordingborg
18,22°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,09/02/21 17:52:34,Vordingborg
19,21°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,09/02/21 18:52:34,Vordingborg
20,20°,0,3 m/s fra vest med vindkast på 7 m/s,3,7,09/02/21 19:52:34,Vordingborg
21,19°,0,4 m/s fra vest med vindkast på 7 m/s,4,7,09/02/21 20:52:35,Vordingborg
22,18°,0,4 m/s fra vest med vindkast på 8 m/s,4,8,09/02/21 21:52:34,Vordingborg
23,17°,0,4 m/s fra sørvest med vindkast på 7 m/s,4,7,09/02/21 22:52:37,Vordingborg
0,17°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,09/02/21 23:52:34,Vordingborg
1,17°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,09/03/21 00:52:35,Vordingborg
2,16°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,09/03/21 01:52:34,Vordingborg
3,16°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,09/03/21 02:52:35,Vordingborg
4,16°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,09/03/21 03:52:35,Vordingborg
5,15°,0,7 m/s fra vest med vindkast på 12 m/s,7,12,09/03/21 04:52:35,Vordingborg
6,15°,0,7 m/s fra vest med vindkast på 11 m/s,7,11,09/03/21 05:52:35,Vordingborg
7,15°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,09/03/21 06:52:35,Vordingborg
8,15°,0,6 m/s fra nordvest med vindkast på 11 m/s,6,11,09/03/21 07:52:34,Vordingborg
9,16°,0,5 m/s fra nordvest med vindkast på 11 m/s,5,11,09/03/21 08:52:34,Vordingborg
10,17°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,09/03/21 09:52:34,Vordingborg
11,19°,0,5 m/s fra nordvest med vindkast på 10 m/s,5,10,09/03/21 10:52:34,Vordingborg
12,19°,0,5 m/s fra vest med vindkast på 9 m/s,5,9,09/03/21 11:52:35,Vordingborg
13,19°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,09/03/21 12:52:35,Vordingborg
14,19°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,09/03/21 13:52:34,Vordingborg
15,20°,0,6 m/s fra vest med vindkast på 11 m/s,6,11,09/03/21 14:52:35,Vordingborg
16,21°,0,5 m/s fra vest med vindkast på 10 m/s,5,10,09/03/21 15:52:35,Vordingborg
17,22°,0,5 m/s fra nordvest med vindkast på 9 m/s,5,9,09/03/21 16:52:34,Vordingborg
18,21°,0,5 m/s fra nordvest med vindkast på 9 m/s,5,9,09/03/21 17:52:35,Vordingborg
19,20°,0,2 m/s fra vest med vindkast på 6 m/s,2,6,09/03/21 18:52:34,Vordingborg
20,19°,0,2 m/s fra vest med vindkast på 4 m/s,2,4,09/03/21 19:52:34,Vordingborg
21,17°,0,1 m/s fra vest med vindkast på 3 m/s,1,3,09/03/21 20:52:34,Vordingborg
22,16°,0,2 m/s fra vest med vindkast på 2 m/s,2,2,09/03/21 21:52:34,Vordingborg
23,15°,0,1 m/s fra nordvest med vindkast på 2 m/s,1,2,09/03/21 22:52:38,Vordingborg
0,14°,0,2 m/s fra nordøst med vindkast på 3 m/s,2,3,09/03/21 23:52:34,Vordingborg
1,13°,0,1 m/s fra nordøst med vindkast på 3 m/s,1,3,09/04/21 00:52:35,Vordingborg
2,13°,0,1 m/s fra nordøst med vindkast på 2 m/s,1,2,09/04/21 01:52:35,Vordingborg
3,13°,0,2 m/s fra nordøst med vindkast på 3 m/s,2,3,09/04/21 02:52:35,Vordingborg
4,12°,0,1 m/s fra nord med vindkast på 3 m/s,1,3,09/04/21 03:52:34,Vordingborg
5,12°,0,2 m/s fra nord med vindkast på 2 m/s,2,2,09/04/21 04:52:36,Vordingborg
6,11°,0,2 m/s fra nord med vindkast på 3 m/s,2,3,09/04/21 05:52:35,Vordingborg
7,12°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,09/04/21 06:52:34,Vordingborg
8,15°,0,3 m/s fra nordøst med vindkast på 5 m/s,3,5,09/04/21 07:52:34,Vordingborg
9,16°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,09/04/21 08:52:34,Vordingborg
10,17°,0,4 m/s fra nordøst med vindkast på 7 m/s,4,7,09/04/21 09:52:35,Vordingborg
11,18°,0,4 m/s fra nordøst med vindkast på 8 m/s,4,8,09/04/21 10:52:34,Vordingborg
12,19°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,09/04/21 11:52:34,Vordingborg
13,18°,0,5 m/s fra øst med vindkast på 11 m/s,5,11,09/04/21 12:52:34,Vordingborg
14,18°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,09/04/21 13:52:34,Vordingborg
15,19°,0,6 m/s fra øst med vindkast på 11 m/s,6,11,09/04/21 14:52:34,Vordingborg
16,19°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,09/04/21 15:52:34,Vordingborg
17,18°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,09/04/21 16:52:34,Vordingborg
18,18°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,09/04/21 17:52:34,Vordingborg
19,18°,0,5 m/s fra øst med vindkast på 10 m/s,5,10,09/04/21 18:52:34,Vordingborg
20,16°,0,3 m/s fra øst med vindkast på 8 m/s,3,8,09/04/21 19:52:34,Vordingborg
21,14°,0,2 m/s fra øst med vindkast på 5 m/s,2,5,09/04/21 20:52:34,Vordingborg
22,14°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/04/21 21:52:34,Vordingborg
23,13°,0,2 m/s fra øst med vindkast på 4 m/s,2,4,09/04/21 22:52:37,Vordingborg
0,12°,0,2 m/s fra nordøst med vindkast på 3 m/s,2,3,09/04/21 23:52:34,Vordingborg
1,12°,0,2 m/s fra øst med vindkast på 4 m/s,2,4,09/05/21 00:52:34,Vordingborg
2,12°,0,3 m/s fra øst med vindkast på 4 m/s,3,4,09/05/21 01:52:34,Vordingborg
3,12°,0,3 m/s fra øst med vindkast på 4 m/s,3,4,09/05/21 02:52:34,Vordingborg
4,12°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/05/21 03:52:35,Vordingborg
5,12°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/05/21 04:52:35,Vordingborg
6,12°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/05/21 05:52:35,Vordingborg
7,12°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/05/21 06:52:34,Vordingborg
8,13°,0,3 m/s fra øst med vindkast på 5 m/s,3,5,09/05/21 07:52:34,Vordingborg
9,16°,0,5 m/s fra øst med vindkast på 9 m/s,5,9,09/05/21 08:52:34,Vordingborg
10,16°,0,7 m/s fra øst med vindkast på 12 m/s,7,12,09/05/21 09:52:34,Vordingborg
11,16°,0,7 m/s fra øst med vindkast på 12 m/s,7,12,09/05/21 10:52:34,Vordingborg
12,18°,0,7 m/s fra øst med vindkast på 13 m/s,7,13,09/05/21 11:52:35,Vordingborg
13,18°,0,7 m/s fra øst med vindkast på 13 m/s,7,13,09/05/21 12:52:34,Vordingborg
14,18°,0,6 m/s fra øst med vindkast på 13 m/s,6,13,09/05/21 13:52:34,Vordingborg
15,18°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,09/05/21 14:52:34,Vordingborg
16,19°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,09/05/21 15:52:34,Vordingborg
17,18°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,09/05/21 16:52:34,Vordingborg
18,17°,0,6 m/s fra øst med vindkast på 12 m/s,6,12,09/05/21 17:52:34,Vordingborg
19,17°,0,5 m/s fra øst med vindkast på 11 m/s,5,11,09/05/21 18:52:34,Vordingborg
20,15°,0,4 m/s fra øst med vindkast på 9 m/s,4,9,09/05/21 19:52:34,Vordingborg
